
Perfect Digital Audio Extraction



Each CD drive reads audio discs slightly out (a number of samples), if your CD drive supports 'Accurate Stream' it will be a constant value, this value tends to be the same for each particular make and model of CD Drive. A small number of drives have [Purged] as the offset, these drives were found not to have a constant drive offset (perhaps different manufacturing batches, or firmwares), as such they have been removed from AccurateRip's drive database (should you have one of these drives, 3 matching key disks will be required to configure AccurateRip). 
This list contains submitted drive read offsets in a format compatible with dBpowerAMP Music Converter (dMC) and Exact Audio Copy (EAC).

Information: JLMS drives are listed as Lite-ON,   HL-DT-ST as LG Electronics  &  Matshita as Panasonic

CD Drive	Correction Offset	Submitted By	Percentage Agree
TDK - CDRW321040X	+688	13	100%
TDK - CDRW401240B	+12	21	100%
TDK - CDRW401248B	+12	5	100%
TDK - CDRW401248UEX	+688	7	100%
TDK - CDRW4800B	+6	88	100%
TDK - CDRW4800D	+6	2	100%
TDK - CDRW481648UED	+12	4	100%
TDK - CDRW482448BC	+6	5	100%
TDK - CDRW5200B	+6	52	100%
TDK - CDRW5200D	+6	1	100%
TDK - CDRW5201B	+6	8	100%
TDK - CDRW5210UEB	+6	7	100%
TDK - CDRW522432UED	+6	3	100%
TDK - CDRW522448UED	+6	6	100%
TDK - CDRW8432	+355	3	66%
TDK - DVDRW0404N	+48	63	100%
TDK - DVDRW1280B	+12	10	100%
TDK - DVDRW1616N	+48	22	100%
TDK - DVDRW420N	+48	17	100%
TDK - DVDRW840G	+30	25	100%
TDK - DVDRW880N	+48	29	100%
TDK - DVDRW882N	+48	3	100%
TEAC - BD-C16SS-A	+667	7	100%
TEAC - BD-C24S-A	+667	3	100%
TEAC - BD-C24SS-A	+6	5	100%
TEAC - BD-C26PUK-SS93	+6	2	100%
TEAC - BD-C26SS-A	+6	11	100%
TEAC - BD-W26SS-B	+667	12	100%
TEAC - BD-W512GSA	+6	32	100%
TEAC - BD-W512S-A	+667	8	100%
TEAC - CD-210PU	+678	6	100%
TEAC - CD-220EA	+684	4	100%
TEAC - CD-224E-B	+534	9	100%
TEAC - CD-224E-BA	+678	9	100%
TEAC - CD-224E-C	+678	11	100%
TEAC - CD-224E-N	+102	12	100%
TEAC - CD-224E-R	+6	6	100%
TEAC - CD-224PE	+684	1	100%
TEAC - CD-224S-R	+6	3	100%
TEAC - CD-5010A	+6	3	100%
TEAC - CD-524E	+668	1	100%
TEAC - CD-524EA-B	+684	1	100%
TEAC - CD-524EA	+96	3	100%
TEAC - CD-532E-A	+96	14	100%
TEAC - CD-532E-B	+684	45	100%
TEAC - CD-532E	+96	6	100%
TEAC - CD-540E	-496	148	100%
TEAC - CD-552E	+12	10	100%
TEAC - CD-552G	+12	5	100%
TEAC - CD-552GA	+6	8	100%
TEAC - CD-552GB	+6	1	100%
TEAC - CD-58E	+935	1	100%
TEAC - CD-R55S	+688	11	100%
TEAC - CD-ROM CD-224E-N	+102	9	100%
TEAC - CD-ROM CD-516S	+680	1	100%
TEAC - CD-ROM CD-532S	+92	36	100%
TEAC - CD-W216E	+685	9	100%
TEAC - CD-W224E	+685	23	100%
TEAC - CD-W224EA	+685	12	100%
TEAC - CD-W28E	+685	16	100%
TEAC - CD-W512EB	+685	75	100%
TEAC - CD-W512SB	+685	16	100%
TEAC - CD-W516EB	+685	64	100%
TEAC - CD-W516EC	+685	6	100%
TEAC - CD-W540E	+686	293	100%
TEAC - CD-W548E	+12	19	100%
TEAC - CD-W54E	+685	124	100%
TEAC - CD-W552DA	+6	34	100%
TEAC - CD-W552E	+6	152	100%
TEAC - CD-W552EL	+6	1	100%
TEAC - CD-W552G	+6	55	100%
TEAC - CD-W552GB	+6	16	100%
TEAC - CD-W552GC	+6	5	100%
TEAC - CD-W58E	+685	107	100%
TEAC - CDRWDVD DW224EV	+102	15	100%
TEAC - CDRWDVD DW224SLR	+102	21	100%
TEAC - DV-18E	+102	11	100%
TEAC - DV-28E-B	+102	6	100%
TEAC - DV-28E-C	+102	4	100%
TEAC - DV-28E-N	+102	6	100%
TEAC - DV-28E-R	+102	2	100%
TEAC - DV-28E-V	+6	11	100%
TEAC - DV-28E	-472	1	100%
TEAC - DV-28S-V	+6	5	100%
TEAC - DV-28S-W	+6	8	100%
TEAC - DV-28S-Y	+702	1	100%
TEAC - DV-28SL-R	+102	1	100%
TEAC - DV-28SL	+102	11	100%
TEAC - DV-28SS-W	+102	4	100%
TEAC - DV-516G	+6	64	100%
TEAC - DV-516GA	+6	48	100%
TEAC - DV-516GB	+6	6	100%
TEAC - DV-516GC	+6	13	100%
TEAC - DV-516GS	+6	2	100%
TEAC - DV-518GS	+6	19	100%
TEAC - DV-518GSA	+6	9	100%
TEAC - DV-518GSB	+6	1	100%
TEAC - DV-W22E	+102	21	100%
TEAC - DV-W24E	+102	9	100%
TEAC - DV-W24EP	+102	3	100%
TEAC - DV-W24ES	+102	9	100%
TEAC - DV-W24EW	+102	8	100%
TEAC - DV-W28E-R	+48	28	100%
TEAC - DV-W28E-RF	+48	4	100%
TEAC - DV-W28E	+102	60	100%
TEAC - DV-W28EA	+102	57	100%
TEAC - DV-W28EAD	+102	5	100%
TEAC - DV-W28EADT	+102	8	100%
TEAC - DV-W28EAT	+102	5	100%
TEAC - DV-W28EAW	+102	1	100%
TEAC - DV-W28EC	+48	37	100%
TEAC - DV-W28ECF	+48	5	100%
TEAC - DV-W28ECS	+48	2	100%
TEAC - DV-W28ECT	+48	22	100%
TEAC - DV-W28ECW	+48	1	100%
TEAC - DV-W28EW	+102	4	100%
TEAC - DV-W28PUK-T	+48	39	100%
TEAC - DV-W28S-R91	+48	1	100%
TEAC - DV-W28S-R	+48	51	100%
TEAC - DV-W28S-RT	+48	34	100%
TEAC - DV-W28S-V	+96	82	100%
TEAC - DV-W28S-VT	+96	25	100%
TEAC - DV-W28S-VTF	+96	4	100%
TEAC - DV-W28S-W	+48	26	100%
TEAC - DV-W28SLC	+48	3	100%
TEAC - DV-W28SLCF	+48	4	100%
TEAC - DV-W28SLCTF	+48	7	100%
TEAC - DV-W28SS-B	+48	2	100%
TEAC - DV-W28SS-R	+6	14	100%
TEAC - DV-W28SS-RTF	+6	6	100%
TEAC - DV-W28SS-V	+6	10	100%
TEAC - DV-W28SS-W	+48	10	100%
TEAC - DV-W28U-V	+96	8	100%
TEAC - DV-W5000E	+96	8	100%
TEAC - DV-W5000S	+96	51	100%
TEAC - DV-W50D	+48	34	100%
TEAC - DV-W50E	+48	18	100%
TEAC - DV-W512G	+12	4	100%
TEAC - DV-W516E	+102	33	100%
TEAC - DV-W516G	+12	9	100%
TEAC - DV-W516GA	+12	11	100%
TEAC - DV-W516GB	+12	31	100%
TEAC - DV-W516GC	+6	11	100%
TEAC - DV-W516GD	+6	3	100%
TEAC - DV-W516GDM	+6	16	100%
TEAC - DV-W518GM	+6	37	100%
TEAC - DV-W520GM	+6	15	100%
TEAC - DV-W520GS	+6	8	100%
TEAC - DV-W522GM	+6	3	100%
TEAC - DV-W522GMA	+6	27	100%
TEAC - DV-W522GS	+6	4	100%
TEAC - DV-W524GS	+6	24	100%
TEAC - DV-W524GSB	+6	27	100%
TEAC - DV-W524GSC	+6	18	100%
TEAC - DV-W524GSD	+6	11	100%
TEAC - DV-W5500S	+48	3	100%
TEAC - DV-W5600S	+48	38	100%
TEAC - DV-W58D	+48	3	100%
TEAC - DV-W58G-A	+12	11	100%
TEAC - DV-W58G	+12	27	100%
TEAC - DVD+-RW DV-W28SV	+96	4	100%
TEAC - DVD+-RW DVW28SLC	+48	190	100%
TEAC - DVD+-RW DVW28SLZ	+102	11	100%
TEAC - DVD+RW DV-W58E	+686	109	100%
TEAC - DVD-ROM DV-28E-C	+102	28	100%
TEAC - DVD-ROM DV-28PU	+102	1	100%
TEAC - DVD-ROM DV-28SW	+6	10	100%
TEAC - DVD-ROM DV18SA	+6	31	100%
TEAC - DVD-ROM DV28EV	+6	15	100%
TEAC - DVD-ROM DV28SV	+6	17	100%
TEAC - DVD-ROM DW224SLR	+102	8	100%
TEAC - DW-224E-A	+102	82	100%
TEAC - DW-224E-B	+102	27	100%
TEAC - DW-224E-C	+102	60	100%
TEAC - DW-224E-R	+102	26	100%
TEAC - DW-224E-V	+102	48	100%
TEAC - DW-224E	+102	86	100%
TEAC - DW-224SL-R	+102	76	100%
TEAC - DW-224SS-W	+102	1	100%
TEAC - DW-225	+102	20	100%
TEAC - DW-28E	+690	11	100%
TEAC - DW-548D	+6	24	100%
TEAC - DW-552G	+6	34	100%
TEAC - DW-552GA	+6	12	100%
TEAC - PU-DVR10	+6	22	100%
ThinkPad - Ultraslim DVD	+6	21	100%
TORiSAN - DVD-ROM DRD-U424	-472	3	100%
TORiSAN - DVD-ROM DRD-U824	-472	1	100%
TOSHIBA - CD-DVDW SD-R5372	+704	82	100%
TOSHIBA - CD-DVDW SD-R6472	+116	28	100%
TOSHIBA - CD-DVDW SDR5372V	+704	29	100%
TOSHIBA - CD-DVDW SDR5472C	+6	8	100%
TOSHIBA - CD-DVDW SDR5472D	+6	1	100%
TOSHIBA - CD-DVDW SDR6472U	+704	3	100%
TOSHIBA - CD-DVDW SDR6572M	+116	17	100%
TOSHIBA - CD-R-RW SR-C8102	-472	5	100%
TOSHIBA - CD-R-RW SRM8202C	+145	3	100%
TOSHIBA - CD-ROM XM-1702BC	+686	9	100%
TOSHIBA - CD-ROM XM-1802D	+98	1	100%
TOSHIBA - CD-ROM XM-1902B	+94	15	100%
TOSHIBA - CD-ROM XM-6202B	+686	5	100%
TOSHIBA - CD-ROM XM-6202BH	+686	4	100%
TOSHIBA - CD-ROM XM-6202S	+686	1	100%
TOSHIBA - CD-ROM XM-6302B	+98	16	100%
TOSHIBA - CD-ROM XM-6401TA	+685	2	100%
TOSHIBA - CD-ROM XM-6402B	+94	3	100%
TOSHIBA - CD-ROM XM-6502B	+94	2	100%
TOSHIBA - CD-ROM XM-6602B	+94	4	100%
TOSHIBA - CD-ROM XM-6702B	+94	34	100%
TOSHIBA - CD-ROM XM-7002B	+94	4	100%
TOSHIBA - CD-ROM XM-7002Bc	+94	4	100%
TOSHIBA - CDRW-DVD SDR2102	+708	31	100%
TOSHIBA - CDW-DVD SD-R1612	+6	10	100%
TOSHIBA - CDW-DVD SD-R2612	+6	5	100%
TOSHIBA - CDW-DVD SDR1712C	+6	3	100%
TOSHIBA - CDW-DVD SDR2612C	+6	2	100%
TOSHIBA - DFD-ROM SD-C2&1'	-472	1	100%
TOSHIBA - DVD-HD SD-H802A	+697	96	100%
TOSHIBA - DVD-HD X807616	+697	160	100%
TOSHIBA - DVD-HDW SD-L902A	+696	7	100%
TOSHIBA - DVD-HDW SD-L912A	+696	2	100%
TOSHIBA - DVD-ROM SD-C2102	+116	1	100%
TOSHIBA - DVD-ROM SD-C2202	+116	5	100%
TOSHIBA - DVD-ROM SD-C2302	-472	12	100%
TOSHIBA - DVD-ROM SD-C2402	-472	39	100%
TOSHIBA - DVD-ROM SD-C2502	-472	72	100%
TOSHIBA - DVD-ROM SD-C2512	-472	14	100%
Toshiba - DVD-ROM SD-C2612	-472	64	100%
TOSHIBA - DVD-ROM SD-M1201	+111	3	100%
TOSHIBA - DVD-ROM SD-M1202	+116	19	100%
TOSHIBA - DVD-ROM SD-M1212	+116	35	100%
TOSHIBA - DVD-ROM SD-M1222	-472	7	100%
TOSHIBA - DVD-ROM SD-M1302	-472	22	100%
TOSHIBA - DVD-ROM SD-M1401	-472	20	100%
TOSHIBA - DVD-ROM SD-M1402	-472	52	100%
TOSHIBA - DVD-ROM SD-M1502	-472	148	100%
TOSHIBA - DVD-ROM SD-M1612	-472	629	100%
TOSHIBA - DVD-ROM SD-M1711	-472	2	100%
TOSHIBA - DVD-ROM SD-M1712	-472	550	100%
TOSHIBA - DVD-ROM SD-M1912	+12	204	100%
TOSHIBA - DVD-ROM SD-R1002	+708	18	100%
TOSHIBA - DVD-ROM SD-R1102	+708	9	100%
TOSHIBA - DVD-ROM SD-R1202	-472	35	100%
TOSHIBA - DVD-ROM SD-R1312	+116	42	100%
TOSHIBA - DVD-ROM SD-R2002	+708	22	100%
TOSHIBA - DVD-ROM SD-R2102	+708	69	100%
TOSHIBA - DVD-ROM SD-R2212	+116	46	100%
TOSHIBA - DVD-ROM SD-R2312	+116	77	100%
TOSHIBA - DVD-ROM SD-R2412	+116	69	100%
TOSHIBA - DVD-ROM SD-R2512	+116	134	100%
TOSHIBA - DVD-ROM SD-R5002	+116	75	100%
TOSHIBA - DVD-ROM SD-R5112	+116	82	100%
TOSHIBA - DVD-ROM SD-R6012	+116	29	100%
TOSHIBA - DVD-ROM SD-R6112	+116	89	100%
TOSHIBA - DVD-ROM SD-R9012	+116	87	100%
TOSHIBA - DVD-ROM SDM2012C	+6	86	100%
TOSHIBA - DVD-ROM SDR2512N	+116	1	100%
TOSHIBA - DVD-ROM SDR6112F	+116	3	100%
TOSHIBA - DVDW-HD SD-L802B	+696	25	100%
TOSHIBA - DVDW-HD TS-L802A	+696	149	100%
Toshiba - ODD-DVD SD-C2732	+691	1	100%
TOSHIBA - ODD-DVD SD-M1802	+691	193	100%
TOSHIBA - ODD-DVD SD-R1412	+116	1	100%
TOSHIBA - ODD-DVD SD-R1512	+116	12	100%
TOSHIBA - ODD-DVD SD-R5272	+116	34	100%
TOSHIBA - ODD-DVD SD-R6252	+116	24	100%
TOSHIBA - ODD-DVD SD-R6372	+116	68	100%
TOSHIBA - ODD-DVD SDR1412N	+116	1	100%
TOSHIBA - ODD-DVD SDR1412T	+116	4	100%
TOSHIBA - SuperMulti Drive	+6	1	100%
Toshiba - SuperMultiPA3761	+6	47	100%
TOSHIBA - SuperMultiPA3834	+96	15	100%
TS8XDVDR - Transcend	+6	102	100%
TS8XDVDS - TRANSCEND	+6	36	100%
TSSTcorp - AA-ES0PN21	+6	1	100%
TSSTcorp - BDDVDW SE-506AB	+6	207	100%
TSSTcorp - BDDVDW SE-506BB	+6	247	100%
TSSTcorp - BDDVDW SE-506CB	+6	158	100%
TSSTcorp - BDDVDW SN-506AB	+6	49	100%
TSSTcorp - BDDVDW SN-506BB	+6	70	100%
TSSTcorp - BDDVDW	+6	1	100%
TSSTcorp - CD-DVDW SDR5372V	+704	3	100%
TSSTcorp - CD-DVDW SE-T084L	+6	29	100%
TSSTcorp - CD-DVDW SH-S162A	+48	81	100%
TSSTcorp - CD-DVDW SH-S162L	+6	426	100%
TSSTcorp - CD-DVDW SH-S162S	+6	2	100%
TSSTcorp - CD-DVDW SH-S182D	+6	1072	100%
TSSTcorp - CD-DVDW SH-S182F	+6	74	100%
TSSTcorp - CD-DVDW SH-S182M	+6	1525	100%
TSSTcorp - CD-DVDW SH-S183A	+6	737	100%
TSSTcorp - CD-DVDW SH-S183L	+6	830	100%
TSSTcorp - CD-DVDW SH-W162C	+6	330	100%
TSSTcorp - CD-DVDW SH-W162D	+6	7	100%
TSSTcorp - CD-DVDW SH-W162L	+6	99	100%
TSSTcorp - CD-DVDW SH-W162Z	+6	35	100%
TSSTcorp - CD-DVDW SH-W163A	+6	99	100%
TSSTcorp - CD-DVDW SN-S082D	+6	93	100%
TSSTcorp - CD-DVDW SN-S082M	+6	3	100%
TSSTcorp - CD-DVDW SN-T082A	+6	1	100%
TSSTcorp - CD-DVDW SN-T082L	+6	9	100%
TSSTcorp - CD-DVDW SN-W082B	+704	7	100%
TSSTcorp - CD-DVDW TS-H542A	+116	10	100%
TSSTcorp - CD-DVDW TS-H552A	+704	7	100%
TSSTcorp - CD-DVDW TS-H552B	+12	284	100%
TSSTcorp - CD-DVDW TS-H552D	+6	102	100%
TSSTcorp - CD-DVDW TS-H552L	+6	155	100%
TSSTcorp - CD-DVDW TS-H552U	+12	294	100%
TSSTcorp - CD-DVDW TS-H652D	+6	120	100%
TSSTcorp - CD-DVDW TS-H652L	+6	169	100%
TSSTcorp - CD-DVDW TS-H652M	+6	103	100%
TSSTcorp - CD-DVDW TS-H653A	+6	15	100%
TSSTcorp - CD-DVDW TS-H653L	+6	378	100%
TSSTcorp - CD-DVDW TS-L532A	+116	142	100%
TSSTcorp - CD-DVDW TS-L532L	+116	8	100%
TSSTcorp - CD-DVDW TS-L532M	+116	106	100%
TSSTcorp - CD-DVDW TS-L532R	+116	17	100%
TSSTcorp - CD-DVDW TS-L532U	+704	51	100%
TSSTcorp - CD-DVDW TS-L632B	+696	46	100%
TSSTcorp - CD-DVDW TS-L632C	+696	23	100%
TSSTcorp - CD-DVDW TS-L632D	+6	667	100%
TSSTcorp - CD-DVDW TS-L632L	+696	10	100%
TSSTcorp - CD-DVDW TS-L632M	+6	136	100%
TSSTcorp - CD-DVDW TS-S532A	+704	1	100%
TSSTcorp - CD-DVDW TS-T632A	+6	12	100%
TSSTcorp - CD-R-RW SH-R522C	+145	42	100%
TSSTcorp - CD-R-RW TS-H292A	+145	15	100%
TSSTcorp - CD-R-RW TS-H292B	+145	1	100%
TSSTcorp - CD-R-RW TS-H292C	+145	4	100%
TSSTcorp - CD-ROM SH-C522C	+6	39	100%
TSSTcorp - CD-ROM TS-H192C	+6	35	100%
TSSTcorp - CD-ROM TS-L162C	+6	32	100%
TSSTcorp - CD-RW TS-H292B	+145	47	100%
TSSTcorp - CD-RW TS-H292C	+145	8	100%
TSSTcorp - CDDVDW SE-208AB	+6	353	100%
TSSTcorp - CDDVDW SE-208BW	+6	20	100%
TSSTcorp - CDDVDW SE-208DB	+6	595	100%
TSSTcorp - CDDVDW SE-208FB	+6	1	100%
TSSTcorp - CDDVDW SE-208GB	+6	223	100%
TSSTcorp - CDDVDW SE-218BB	+6	133	100%
TSSTcorp - CDDVDW SE-218CB	+6	75	100%
TSSTcorp - CDDVDW SE-218CN	+6	102	100%
TSSTcorp - CDDVDW SE-218GN	+6	49	100%
TSSTcorp - CDDVDW SE-218GP	+6	1	100%
TSSTcorp - CDDVDW SE-B18AB	+6	33	100%
TSSTcorp - CDDVDW SE-S084B	+6	207	100%
TSSTcorp - CDDVDW SE-S084C	+6	563	100%
TSSTcorp - CDDVDW SE-S084D	+6	263	100%
TSSTcorp - CDDVDW SE-S084F	+6	396	100%
TSSTcorp - CDDVDW SE-S204N	+6	260	100%
TSSTcorp - CDDVDW SE-S204S	+6	25	100%
TSSTcorp - CDDVDW SE-S224Q	+6	404	100%
TSSTcorp - CDDVDW SE-T084M	+6	135	100%
TSSTcorp - CDDVDW SE-T084P	+6	30	100%
TSSTcorp - CDDVDW SH-216AB	+6	114	100%
TSSTcorp - CDDVDW SH-216BB	+6	82	100%
TSSTcorp - CDDVDW SH-216DB	+6	59	100%
TSSTcorp - CDDVDW SH-216FB	+6	3	100%
TSSTcorp - CDDVDW SH-222AB	+6	566	100%
TSSTcorp - CDDVDW SH-222AL	+6	138	100%
TSSTcorp - CDDVDW SH-222BB	+6	541	100%
TSSTcorp - CDDVDW SH-224BB	+6	536	100%
TSSTcorp - CDDVDW SH-224DB	+6	845	100%
TSSTcorp - CDDVDW SH-224FB	+6	110	100%
TSSTcorp - CDDVDW SH-224GB	+6	1	100%
TSSTcorp - CDDVDW SH-S202G	+6	60	100%
TSSTcorp - CDDVDW SH-S202H	+6	142	100%
TSSTcorp - CDDVDW SH-S202J	+6	613	100%
TSSTcorp - CDDVDW SH-S202N	+6	542	100%
TSSTcorp - CDDVDW SH-S203B	+6	1389	100%
TSSTcorp - CDDVDW SH-S203D	+6	875	100%
TSSTcorp - CDDVDW SH-S203N	+6	923	100%
TSSTcorp - CDDVDW SH-S203P	+6	539	100%
TSSTcorp - CDDVDW SH-S203S	+6	16	100%
TSSTcorp - CDDVDW SH-S222A	+6	616	100%
TSSTcorp - CDDVDW SH-S222L	+6	231	100%
TSSTcorp - CDDVDW SH-S223B	+6	629	100%
TSSTcorp - CDDVDW SH-S223C	[Purged]		
TSSTcorp - CDDVDW SH-S223F	+6	1524	100%
TSSTcorp - CDDVDW SH-S223L	+6	858	100%
TSSTcorp - CDDVDW SH-S223Q	+6	1043	100%
TSSTcorp - CDDVDW SH-S243D	+6	76	100%
TSSTcorp - CDDVDW SH-S243N	+6	69	100%
TSSTcorp - CDDVDW SN-208AB	+6	313	100%
TSSTcorp - CDDVDW SN-208AF	+6	2	100%
TSSTcorp - CDDVDW SN-208BB	+6	311	100%
TSSTcorp - CDDVDW SN-208DN	+6	84	100%
TSSTcorp - CDDVDW SN-208FB	+6	112	100%
TSSTcorp - CDDVDW SN-S082H	+6	197	100%
TSSTcorp - CDDVDW SN-S082N	+6	40	100%
TSSTcorp - CDDVDW SN-S083A	+6	49	100%
TSSTcorp - CDDVDW SN-S083B	+6	38	100%
TSSTcorp - CDDVDW SN-S083C	+6	116	100%
TSSTcorp - CDDVDW SN-S083F	+6	59	100%
TSSTcorp - CDDVDW SN-S083N	+6	34	100%
TSSTcorp - CDDVDW SN-S083R	+6	3	100%
TSSTcorp - CDDVDW SN-T083A	+6	7	100%
TSSTcorp - CDDVDW SN-T083C	+6	13	100%
TSSTcorp - CDDVDW SU-208AB	+6	3	100%
TSSTcorp - CDDVDW SU-208BB	+6	39	100%
TSSTcorp - CDDVDW SU-208CB	+6	11	100%
TSSTcorp - CDDVDW SU-208DB	+48	57	100%
TSSTcorp - CDDVDW SU-208FB	+6	67	100%
TSSTcorp - CDDVDW SU-208GB	+6	34	94%
TSSTcorp - CDDVDW SU-228CB	+6	5	100%
TSSTcorp - CDDVDW SU-228FB	+6	16	100%
TSSTcorp - CDDVDW SU-228GB	+6	2	100%
TSSTcorp - CDDVDW SU-228HB	+6	1	100%
TSSTcorp - CDDVDW SU-B08AB	+6	12	100%
TSSTcorp - CDDVDW TS-H652H	+6	16	100%
TSSTcorp - CDDVDW TS-H652J	+6	1	100%
TSSTcorp - CDDVDW TS-H652N	+6	4	100%
TSSTcorp - CDDVDW TS-H653B	+6	101	100%
TSSTcorp - CDDVDW TS-H653D	+6	1	100%
TSSTcorp - CDDVDW TS-H653E	+6	2	100%
TSSTcorp - CDDVDW TS-H653F	+6	55	100%
TSSTcorp - CDDVDW TS-H653G	+6	74	100%
TSSTcorp - CDDVDW TS-H653J	+6	41	100%
TSSTcorp - CDDVDW TS-H653N	+6	466	100%
TSSTcorp - CDDVDW TS-H653Q	+6	154	100%
TSSTcorp - CDDVDW TS-H653R	+6	67	100%
TSSTcorp - CDDVDW TS-H653Z	+6	166	100%
TSSTcorp - CDDVDW TS-H662A	+6	27	100%
TSSTcorp - CDDVDW TS-H663B	+6	53	100%
TSSTcorp - CDDVDW TS-H663C	+697	39	100%
TSSTcorp - CDDVDW TS-L632H	+6	571	100%
TSSTcorp - CDDVDW TS-L632N	+6	223	100%
TSSTcorp - CDDVDW TS-L632P	+6	12	100%
TSSTcorp - CDDVDW TS-L633A	+6	532	100%
TSSTcorp - CDDVDW TS-L633B	+6	201	100%
TSSTcorp - CDDVDW TS-L633C	+6	764	100%
TSSTcorp - CDDVDW TS-L633F	+6	288	100%
TSSTcorp - CDDVDW TS-L633J	+6	165	100%
TSSTcorp - CDDVDW TS-L633L	+6	204	100%
TSSTcorp - CDDVDW TS-L633M	+6	197	100%
TSSTcorp - CDDVDW TS-L633P	+6	42	100%
TSSTcorp - CDDVDW TS-L633W	+6	2	100%
TSSTcorp - CDDVDW TS-L633Y	+6	26	100%
TSSTcorp - CDDVDW TS-T633A	+6	33	100%
TSSTcorp - CDDVDW TS-T633C	+6	35	100%
TSSTcorp - CDDVDW TS-T633L	+6	2	100%
TSSTcorp - CDDVDW TS-T633P	+6	1	100%
TSSTcorp - CDDVDW TS-U633A	+6	38	100%
TSSTcorp - CDDVDW TS-U633F	+6	62	100%
TSSTcorp - CDDVDW TS-U633J	+6	78	100%
TSSTcorp - CDDVDW TSH552B	+12	1	100%
TSSTcorp - CDRW-DVD TSH492B	+6	56	100%
TSSTcorp - CDRW-DVD TSL462C	+6	189	100%
TSSTcorp - CDRW-DVD TSL462D	+6	132	100%
TSSTcorp - CDRWDVD TS-H492C	+6	110	100%
TSSTcorp - CDRWDVD TS-H493A	+6	58	100%
TSSTcorp - CDRWDVD TS-H493B	+6	121	100%
TSSTcorp - CDRWDVD TS-L463A	+6	3	100%
TSSTcorp - CDRWDVD TS-U463A	+102	1	100%
TSSTcorp - CDRWDVD TSL462D	+6	122	100%
TSSTcorp - CDW-DVD SH-M522C	+6	61	100%
TSSTcorp - CDW-DVD SH-M523A	+6	3	100%
TSSTcorp - CDW-DVD SH-M523B	+6	2	100%
TSSTcorp - CDW-DVD SN-M242C	+6	10	100%
TSSTcorp - CDW-DVD SN-M242D	+6	8	100%
TSSTcorp - CDW-DVD TS-H492A	+6	89	100%
TSSTcorp - CDW-DVD TS-H492B	+6	1	100%
TSSTcorp - CDW-DVD TS-H492C	+6	52	100%
TSSTcorp - CDW-DVD TS-H493A	+6	11	100%
TSSTcorp - CDW-DVD TS-H493B	+6	10	100%
TSSTcorp - CDW-DVD TS-L462A	+6	39	100%
TSSTcorp - CDW-DVD TS-L462C	+6	81	100%
TSSTcorp - CDW-DVD TS-L462D	+6	61	100%
TSSTcorp - CDW-DVD TS-U462A	+6	1	100%
TSSTcorp - CDW-DVD TSH492AN	+6	2	100%
TSSTcorp - CDW-DVD TSH492CN	+6	4	100%
TSSTcorp - DVD+-RW SH-216AB	+6	56	100%
TSSTcorp - DVD+-RW SH-216BB	+6	66	100%
TSSTcorp - DVD+-RW SH-216CB	+6	19	100%
TSSTcorp - DVD+-RW SH-216DB	+6	75	100%
TSSTcorp - DVD+-RW SN-208BB	+6	151	100%
TSSTcorp - DVD+-RW SN-208DN	+6	10	100%
TSSTcorp - DVD+-RW SN-208FB	+6	3	100%
TSSTcorp - DVD+-RW SU-208BB	+6	19	100%
TSSTcorp - DVD+-RW SU-208CB	+6	32	100%
TSSTcorp - DVD+-RW SU-208FB	+6	14	100%
TSSTcorp - DVD+-RW SU-208GB	+6	27	100%
TSSTcorp - DVD+-RW TS-D633A	+6	21	100%
TSSTcorp - DVD+-RW TS-H553A	+6	219	100%
TSSTcorp - DVD+-RW TS-H653A	+6	422	100%
TSSTcorp - DVD+-RW TS-H653B	+6	396	100%
TSSTcorp - DVD+-RW TS-H653F	+6	280	100%
TSSTcorp - DVD+-RW TS-H653G	+6	401	100%
TSSTcorp - DVD+-RW TS-H653H	+697	79	100%
TSSTcorp - DVD+-RW TS-H653J	+6	50	100%
TSSTcorp - DVD+-RW TS-L532B	+704	136	100%
TSSTcorp - DVD+-RW TS-L632D	+6	683	100%
TSSTcorp - DVD+-RW TS-L632H	+6	947	100%
TSSTcorp - DVD+-RW TS-L633A	+6	40	100%
TSSTcorp - DVD+-RW TS-L633B	+6	62	100%
TSSTcorp - DVD+-RW TS-L633C	+6	221	100%
TSSTcorp - DVD+-RW TS-L633J	+6	145	100%
TSSTcorp - DVD+-RW TS-T633A	+6	221	100%
TSSTcorp - DVD+-RW TS-T633C	+6	132	100%
TSSTcorp - DVD+-RW TS-U633A	+6	186	100%
TSSTcorp - DVD+-RW TS-U633F	+6	219	100%
TSSTcorp - DVD+-RW TS-U633J	+6	222	100%
TSSTcorp - DVD-ROM SH-116AB	+6	2	100%
TSSTcorp - DVD-ROM SH-116BB	+6	1	100%
TSSTcorp - DVD-ROM SH-118AB	+6	30	100%
TSSTcorp - DVD-ROM SH-118BB	+6	14	100%
TSSTcorp - DVD-ROM SH-118CB	+6	9	100%
TSSTcorp - DVD-ROM SH-D162C	+6	657	100%
TSSTcorp - DVD-ROM SH-D162D	+6	286	100%
TSSTcorp - DVD-ROM SH-D162E	+102	1	100%
TSSTcorp - DVD-ROM SH-D163A	+6	157	100%
TSSTcorp - DVD-ROM SH-D163B	+6	569	100%
TSSTcorp - DVD-ROM SH-D163C	+6	121	100%
TSSTcorp - DVD-ROM SN-108BB	+6	5	100%
TSSTcorp - DVD-ROM SN-108FB	+6	2	100%
